-----EncoderDecoder-----
-----FD004-----embed8topk5
Epoch: 1, Loss: 25.9643, Rmse_valid: 21.3564, valid_score: 85212.4, , rmse_test: 25.0680, score_test: 11105.3, Learning rate:0.00200000
Epoch: 2, Loss: 21.3953, Rmse_valid: 19.6949, valid_score: 52494.7, , rmse_test: 22.0327, score_test: 3818.0, Learning rate:0.00200000
Epoch: 3, Loss: 20.1791, Rmse_valid: 18.7772, valid_score: 41965.0, , rmse_test: 19.7806, score_test: 2463.1, Learning rate:0.00200000
Epoch: 4, Loss: 19.0752, Rmse_valid: 18.7115, valid_score: 44107.5, , rmse_test: 19.4070, score_test: 2957.7, Learning rate:0.00200000
Epoch: 5, Loss: 18.2689, Rmse_valid: 19.2959, valid_score: 50880.3, , rmse_test: 18.7482, score_test: 1855.4, Learning rate:0.00200000
Epoch: 6, Loss: 17.5762, Rmse_valid: 20.0784, valid_score: 72904.4, , rmse_test: 22.3684, score_test: 6435.2, Learning rate:0.00200000
Epoch: 7, Loss: 17.0622, Rmse_valid: 17.5207, valid_score: 40473.9, , rmse_test: 19.7024, score_test: 2380.4, Learning rate:0.00200000
Epoch: 8, Loss: 16.6268, Rmse_valid: 18.2764, valid_score: 60469.1, , rmse_test: 19.5950, score_test: 3847.8, Learning rate:0.00200000
Epoch: 9, Loss: 16.2103, Rmse_valid: 19.0995, valid_score: 43901.1, , rmse_test: 18.7709, score_test: 1490.0, Learning rate:0.00200000
Epoch: 10, Loss: 15.9596, Rmse_valid: 19.8769, valid_score: 102861.8, , rmse_test: 19.7365, score_test: 3329.8, Learning rate:0.00200000
Epoch: 11, Loss: 14.2674, Rmse_valid: 18.1917, valid_score: 59001.8, , rmse_test: 18.2463, score_test: 2094.3, Learning rate:0.00020000
Epoch: 12, Loss: 14.0851, Rmse_valid: 18.5083, valid_score: 63177.8, , rmse_test: 18.2638, score_test: 2069.8, Learning rate:0.00020000
Epoch: 13, Loss: 13.9715, Rmse_valid: 18.2795, valid_score: 57090.4, , rmse_test: 18.5279, score_test: 2210.6, Learning rate:0.00020000
Epoch: 14, Loss: 13.9023, Rmse_valid: 18.7634, valid_score: 68140.2, , rmse_test: 18.2988, score_test: 2107.9, Learning rate:0.00020000
Epoch: 15, Loss: 13.8321, Rmse_valid: 18.7504, valid_score: 71680.6, , rmse_test: 18.1749, score_test: 2098.1, Learning rate:0.00020000
Epoch: 16, Loss: 13.7710, Rmse_valid: 18.2680, valid_score: 65647.3, , rmse_test: 18.7092, score_test: 2362.8, Learning rate:0.00020000
Epoch: 17, Loss: 13.6973, Rmse_valid: 18.3218, valid_score: 58209.0, , rmse_test: 18.1755, score_test: 1922.9, Learning rate:0.00020000
Epoch: 18, Loss: 13.6288, Rmse_valid: 18.5567, valid_score: 67481.4, , rmse_test: 18.1749, score_test: 2025.5, Learning rate:0.00020000
Epoch: 19, Loss: 13.5834, Rmse_valid: 18.4326, valid_score: 68034.3, , rmse_test: 18.6565, score_test: 2302.0, Learning rate:0.00020000
Epoch: 20, Loss: 13.5223, Rmse_valid: 18.4372, valid_score: 70060.2, , rmse_test: 17.9476, score_test: 2069.5, Learning rate:0.00020000
Epoch: 21, Loss: 13.3861, Rmse_valid: 18.5409, valid_score: 66745.1, , rmse_test: 18.1087, score_test: 2033.0, Learning rate:0.00002000
Epoch: 22, Loss: 13.3681, Rmse_valid: 18.5077, valid_score: 69151.3, , rmse_test: 18.2118, score_test: 2141.1, Learning rate:0.00002000
Epoch: 23, Loss: 13.3592, Rmse_valid: 18.5919, valid_score: 66077.5, , rmse_test: 18.1050, score_test: 2039.3, Learning rate:0.00002000
Epoch: 24, Loss: 13.3532, Rmse_valid: 18.6362, valid_score: 68056.3, , rmse_test: 18.1888, score_test: 2077.1, Learning rate:0.00002000
Epoch: 25, Loss: 13.3458, Rmse_valid: 18.4706, valid_score: 68073.0, , rmse_test: 18.0767, score_test: 2031.4, Learning rate:0.00002000
Epoch: 26, Loss: 13.3414, Rmse_valid: 18.3925, valid_score: 68099.7, , rmse_test: 18.1500, score_test: 2053.4, Learning rate:0.00002000
Epoch: 27, Loss: 13.3323, Rmse_valid: 18.5675, valid_score: 68272.7, , rmse_test: 18.1093, score_test: 2030.4, Learning rate:0.00002000
Epoch: 28, Loss: 13.3292, Rmse_valid: 18.6435, valid_score: 67496.2, , rmse_test: 18.2463, score_test: 2089.5, Learning rate:0.00002000
Epoch: 29, Loss: 13.3220, Rmse_valid: 18.6353, valid_score: 70367.4, , rmse_test: 18.1849, score_test: 2117.6, Learning rate:0.00002000
Epoch: 30, Loss: 13.3174, Rmse_valid: 18.9008, valid_score: 70664.1, , rmse_test: 18.0975, score_test: 2041.7, Learning rate:0.00002000
