-----FD003-----
关键参数:
学习率: 0.001
学习率调度器: cosine
余弦退火最小学习率(eta_min): 1e-05
序列长度: 30
批大小(batch_size): 128
最大训练轮数(max_epochs): 30
空间GAT: 开启
GAT邻居数(topk): 5
GAT嵌入维度: 8
GAT隐藏维度: 8
GAT输出维度: 16
------------------------------
Epoch: 1, Loss: 27.4473, Rmse_valid: 18.6048, valid_score: 25160.0, , rmse_test: 24.6261, score_test: 4420.1, Learning rate:0.00100000
Epoch: 2, Loss: 19.8865, Rmse_valid: 17.2078, valid_score: 22263.7, , rmse_test: 25.3057, score_test: 5071.6, Learning rate:0.00099729
Epoch: 3, Loss: 18.6211, Rmse_valid: 17.2367, valid_score: 19578.1, , rmse_test: 23.4501, score_test: 3393.7, Learning rate:0.00098918
Epoch: 4, Loss: 16.3270, Rmse_valid: 15.8345, valid_score: 15004.3, , rmse_test: 18.0074, score_test: 1209.7, Learning rate:0.00097577
Epoch: 5, Loss: 14.0544, Rmse_valid: 16.5996, valid_score: 12530.2, , rmse_test: 15.9921, score_test: 703.1, Learning rate:0.00095721
Epoch: 6, Loss: 12.8435, Rmse_valid: 13.8613, valid_score: 9534.3, , rmse_test: 15.4541, score_test: 869.3, Learning rate:0.00093368
Epoch: 7, Loss: 12.0617, Rmse_valid: 12.3164, valid_score: 9384.8, , rmse_test: 15.8626, score_test: 934.0, Learning rate:0.00090546
Epoch: 8, Loss: 11.6235, Rmse_valid: 11.9439, valid_score: 9120.6, , rmse_test: 15.3682, score_test: 1076.9, Learning rate:0.00087286
Epoch: 9, Loss: 11.1462, Rmse_valid: 11.9873, valid_score: 8590.3, , rmse_test: 15.5909, score_test: 899.6, Learning rate:0.00083622
Epoch: 10, Loss: 10.9209, Rmse_valid: 12.5755, valid_score: 9052.9, , rmse_test: 15.6796, score_test: 1102.6, Learning rate:0.00079595
Epoch: 11, Loss: 10.6633, Rmse_valid: 10.8054, valid_score: 9116.2, , rmse_test: 15.7019, score_test: 1024.8, Learning rate:0.00075250
Epoch: 12, Loss: 10.3070, Rmse_valid: 11.3665, valid_score: 7459.9, , rmse_test: 15.1393, score_test: 777.3, Learning rate:0.00070633
Epoch: 13, Loss: 10.0919, Rmse_valid: 11.5371, valid_score: 12239.5, , rmse_test: 16.4833, score_test: 1064.7, Learning rate:0.00065796
Epoch: 14, Loss: 9.9046, Rmse_valid: 10.5826, valid_score: 9089.0, , rmse_test: 15.5509, score_test: 1009.3, Learning rate:0.00060792
Epoch: 15, Loss: 9.7083, Rmse_valid: 10.8299, valid_score: 10615.2, , rmse_test: 16.6632, score_test: 1188.9, Learning rate:0.00055674
Epoch: 16, Loss: 9.5103, Rmse_valid: 10.2251, valid_score: 8606.8, , rmse_test: 15.4623, score_test: 774.2, Learning rate:0.00050500
Epoch: 17, Loss: 9.3334, Rmse_valid: 10.4367, valid_score: 7613.2, , rmse_test: 15.1931, score_test: 1126.8, Learning rate:0.00045326
Epoch: 18, Loss: 9.2309, Rmse_valid: 10.8656, valid_score: 10157.8, , rmse_test: 16.0117, score_test: 1182.0, Learning rate:0.00040208
Epoch: 19, Loss: 9.1024, Rmse_valid: 10.5419, valid_score: 8942.1, , rmse_test: 15.7398, score_test: 1017.5, Learning rate:0.00035204
Epoch: 20, Loss: 8.9792, Rmse_valid: 10.3748, valid_score: 9404.1, , rmse_test: 15.4559, score_test: 960.3, Learning rate:0.00030367
Epoch: 21, Loss: 8.8641, Rmse_valid: 10.6324, valid_score: 9127.4, , rmse_test: 15.4045, score_test: 855.9, Learning rate:0.00025750
Epoch: 22, Loss: 8.7650, Rmse_valid: 10.3861, valid_score: 8783.5, , rmse_test: 15.5465, score_test: 913.7, Learning rate:0.00021405
Epoch: 23, Loss: 8.7197, Rmse_valid: 10.6264, valid_score: 8863.9, , rmse_test: 15.3870, score_test: 934.8, Learning rate:0.00017378
Epoch: 24, Loss: 8.6634, Rmse_valid: 10.6770, valid_score: 9397.9, , rmse_test: 15.4951, score_test: 958.7, Learning rate:0.00013714
Epoch: 25, Loss: 8.5985, Rmse_valid: 10.4851, valid_score: 8848.4, , rmse_test: 15.5580, score_test: 913.1, Learning rate:0.00010454
Epoch: 26, Loss: 8.5663, Rmse_valid: 10.4633, valid_score: 8812.4, , rmse_test: 15.3754, score_test: 841.3, Learning rate:0.00007632
Epoch: 27, Loss: 8.5254, Rmse_valid: 10.4935, valid_score: 9298.7, , rmse_test: 15.5375, score_test: 887.3, Learning rate:0.00005279
Epoch: 28, Loss: 8.5030, Rmse_valid: 10.5503, valid_score: 9370.4, , rmse_test: 15.5945, score_test: 907.5, Learning rate:0.00003423
Epoch: 29, Loss: 8.4915, Rmse_valid: 10.5258, valid_score: 8733.7, , rmse_test: 15.3142, score_test: 835.4, Learning rate:0.00002082
Epoch: 30, Loss: 8.4813, Rmse_valid: 10.5882, valid_score: 8991.2, , rmse_test: 15.3971, score_test: 857.9, Learning rate:0.00001271
